,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted,Adopted_prediction
9071,Cat,12,Domestic Short Hair,Female,Brown,Cream,Medium,Short,Yes,No,Healthy,0,3,Yes,Yes
9072,Cat,2,Tabby,Female,Black,White,Medium,Medium,No,No,Healthy,0,5,Yes,No
9073,Cat,2,Domestic Short Hair,Male,Gray,White,Small,Short,No,No,Healthy,0,4,Yes,No
9074,Dog,1,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,3,Yes,No
9075,Cat,12,Domestic Medium Hair,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,5,No,Yes
9076,Cat,5,Domestic Short Hair,Female,Brown,No Color,Small,Short,Yes,No,Healthy,0,2,Yes,Yes
9077,Cat,5,Domestic Medium Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,2,Yes,Yes
9078,Cat,2,Tuxedo,Male,Black,White,Large,Medium,No,Not Sure,Healthy,0,3,Yes,No
9079,Dog,10,Shih Tzu,Female,Black,White,Small,Medium,Not Sure,Not Sure,Healthy,0,1,Yes,No
9080,Dog,0,Bullmastiff,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,4,Yes,No
9081,Dog,2,Mixed Breed,Male,White,No Color,Medium,Short,No,Not Sure,Healthy,0,3,No,Yes
9082,Dog,36,Spitz,Female,Golden,No Color,Small,Short,Yes,Yes,Healthy,0,4,Yes,No
9083,Cat,24,Oriental Long Hair,Male,Black,No Color,Large,Long,Not Sure,No,Healthy,0,5,No,Yes
9084,Dog,72,Mixed Breed,Male,Cream,White,Medium,Medium,Yes,No,Healthy,0,2,Yes,Yes
9085,Dog,2,Mixed Breed,Male,Black,Brown,Small,Short,No,No,Healthy,0,1,No,Yes
9086,Cat,6,Domestic Short Hair,Female,Yellow,White,Medium,Short,No,No,Healthy,20,1,Yes,Yes
9087,Dog,2,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,1,Yes,No
9088,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,14,Yes,No
9089,Dog,7,Beagle,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,500,10,Yes,No
9090,Cat,4,Domestic Medium Hair,Male,White,No Color,Medium,Medium,Yes,Yes,Healthy,0,5,Yes,No
9091,Dog,3,Mixed Breed,Male,Black,Brown,Large,Short,No,No,Healthy,50,4,No,No
9092,Cat,1,Domestic Short Hair,Female,Gray,White,Medium,Short,Not Sure,Not Sure,Healthy,0,3,Yes,No
9093,Cat,3,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,3,No,Yes
9094,Cat,22,Domestic Short Hair,Female,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,1,Yes,Yes
9095,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,1,No,Yes
9096,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,6,Yes,No
9097,Cat,4,Domestic Medium Hair,Female,Golden,Gray,Large,Medium,No,Yes,Healthy,0,2,Yes,No
9098,Dog,4,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,50,4,Yes,Yes
9099,Dog,2,Mixed Breed,Female,Golden,Cream,Medium,Short,Yes,No,Minor Injury,0,10,Yes,No
9100,Cat,36,Siamese,Female,Black,White,Medium,Short,No,No,Healthy,0,1,Yes,Yes
9101,Dog,4,Mixed Breed,Female,Black,Brown,Large,Medium,Yes,Yes,Healthy,0,7,Yes,Yes
9102,Cat,0,Domestic Short Hair,Female,Cream,No Color,Medium,Short,Not Sure,Not Sure,Serious Injury,0,2,No,Yes
9103,Cat,6,Siamese,Female,Brown,Gray,Small,Short,No,Not Sure,Healthy,0,2,Yes,Yes
9104,Cat,6,Domestic Short Hair,Male,Golden,White,Medium,Short,Yes,No,Healthy,0,3,Yes,Yes
9105,Dog,2,Mixed Breed,Female,Brown,No Color,Small,Medium,No,Yes,Healthy,0,0,No,Yes
9106,Cat,7,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,5,No,Yes
9107,Cat,4,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes,Yes
9108,Cat,12,Domestic Short Hair,Female,Brown,White,Medium,Medium,No,Not Sure,Healthy,0,5,No,Yes
9109,Cat,5,Domestic Medium Hair,Female,Cream,White,Medium,Medium,No,No,Healthy,0,5,Yes,No
9110,Dog,12,Mixed Breed,Female,Yellow,Cream,Medium,Medium,Yes,Yes,Healthy,0,4,Yes,Yes
9111,Cat,2,Domestic Short Hair,Male,Golden,White,Medium,Short,Yes,No,Healthy,0,1,Yes,No
9112,Dog,2,Mixed Breed,Female,Black,Cream,Medium,Short,No,No,Healthy,0,3,Yes,No
9113,Cat,12,Domestic Medium Hair,Female,Yellow,Cream,Medium,Medium,Not Sure,Yes,Healthy,0,4,No,Yes
9114,Cat,2,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,50,3,Yes,No
9115,Dog,3,Mixed Breed,Female,Cream,White,Medium,Medium,Yes,No,Healthy,0,4,Yes,No
9116,Cat,6,Domestic Short Hair,Female,Yellow,No Color,Medium,Short,Yes,Yes,Healthy,100,4,No,Yes
9117,Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,3,Yes,Yes
9118,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,Not Sure,No,Healthy,0,1,Yes,No
9119,Dog,5,Labrador Retriever,Female,Golden,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes,No
9120,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,9,Yes,No
9121,Dog,2,German Shepherd Dog,Female,Black,Brown,Medium,Medium,No,Not Sure,Healthy,0,1,Yes,No
9122,Cat,2,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,6,No,No
9123,Dog,30,Mixed Breed,Male,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,20,1,No,Yes
9124,Dog,2,Manchester Terrier,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,No
9125,Cat,2,Domestic Short Hair,Male,Black,Gray,Small,Short,No,No,Healthy,0,2,No,No
9126,Cat,4,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,3,No,Yes
9127,Cat,9,Domestic Long Hair,Female,White,No Color,Medium,Medium,Yes,Yes,Healthy,0,3,Yes,No
9128,Cat,6,Calico,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
9129,Dog,84,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,16,Yes,Yes
9130,Cat,5,Domestic Short Hair,Female,Black,Golden,Medium,Short,Yes,Yes,Healthy,0,6,No,Yes
9131,Cat,12,Domestic Short Hair,Female,Black,No Color,Medium,Short,No,Yes,Healthy,30,3,No,Yes
9132,Dog,6,Mixed Breed,Female,Cream,White,Medium,Medium,Yes,No,Healthy,0,1,No,Yes
9133,Dog,2,Mixed Breed,Male,Brown,Golden,Medium,Short,No,No,Healthy,0,2,Yes,No
9134,Dog,12,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,3,No,Yes
9135,Cat,3,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,No,Healthy,0,5,No,No
9136,Dog,9,Basset Hound,Female,Brown,Cream,Medium,Short,Yes,No,Healthy,0,4,Yes,No
9137,Cat,3,Domestic Short Hair,Male,Gray,White,Medium,Short,No,No,Healthy,30,1,Yes,No
9138,Cat,1,Domestic Short Hair,Male,Black,Gray,Small,Short,No,No,Healthy,0,4,Yes,No
9139,Dog,3,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,6,Yes,No
9140,Dog,4,Mixed Breed,Male,Black,Brown,Large,Short,Yes,Yes,Healthy,0,10,Yes,Yes
9141,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,5,Yes,No
9142,Dog,8,Mixed Breed,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,3,No,Yes
9143,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes,No
9144,Cat,10,Domestic Short Hair,Female,Gray,White,Medium,Short,Yes,Yes,Healthy,0,3,Yes,Yes
9145,Cat,11,Domestic Short Hair,Male,Black,No Color,Large,Short,Yes,Yes,Healthy,0,3,No,Yes
9146,Cat,2,Domestic Short Hair,Female,Gray,No Color,Medium,Short,Yes,No,Healthy,0,9,Yes,No
9147,Cat,1,Domestic Long Hair,Female,Black,Brown,Medium,Long,No,No,Healthy,0,4,Yes,No
9148,Dog,2,Belgian Shepherd Malinois,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,150,6,Yes,No
9149,Cat,9,Domestic Medium Hair,Male,Golden,No Color,Small,Medium,No,No,Healthy,0,4,No,Yes
9150,Cat,3,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,No,No,Healthy,30,4,No,Yes
9151,Dog,24,Border Collie,Male,Black,White,Medium,Long,No,Yes,Healthy,0,2,Yes,No
9152,Cat,9,Domestic Short Hair,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,4,No,Yes
9153,Cat,0,Tabby,Female,Brown,Gray,Medium,Short,No,No,Healthy,0,3,Yes,No
9154,Cat,24,Oriental Short Hair,Male,Black,Gray,Medium,Short,Yes,Not Sure,Minor Injury,0,3,No,Yes
9155,Dog,12,Mixed Breed,Female,Brown,White,Small,Medium,Yes,Not Sure,Healthy,0,3,No,Yes
9156,Dog,24,Spitz,Male,Brown,White,Medium,Medium,Yes,No,Healthy,0,5,No,Yes
9157,Dog,4,Mixed Breed,Female,Black,Cream,Medium,Short,No,No,Healthy,0,5,Yes,Yes
9158,Dog,5,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
9159,Cat,3,Domestic Medium Hair,Female,Golden,No Color,Medium,Medium,No,No,Healthy,0,3,Yes,No
9160,Cat,1,Domestic Short Hair,Female,Black,Brown,Small,Short,Not Sure,No,Healthy,0,3,Yes,No
9161,Dog,36,Beagle,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,250,3,Yes,Yes
9162,Dog,24,Mixed Breed,Male,Golden,Cream,Medium,Short,Yes,Yes,Healthy,80,20,No,Yes
9163,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes,No
9164,Dog,9,Shepherd,Female,Black,No Color,Large,Medium,Yes,Yes,Healthy,0,1,No,Yes
9165,Dog,3,Yellow Labrador Retriever,Female,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,2,Yes,No
9166,Cat,84,Persian,Female,Black,Yellow,Medium,Medium,Not Sure,Yes,Healthy,50,3,Yes,Yes
9167,Dog,2,German Shepherd Dog,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,0,Yes,No
9168,Cat,1,Domestic Medium Hair,Male,Cream,White,Large,Medium,No,No,Healthy,80,5,Yes,No
9169,Cat,4,Domestic Medium Hair,Female,Yellow,White,Medium,Medium,No,No,Healthy,0,5,No,No
9170,Dog,4,Spitz,Male,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,50,4,Yes,No
9171,Cat,9,Domestic Short Hair,Female,Gray,No Color,Medium,Short,No,No,Healthy,0,1,No,Yes
9172,Cat,2,Domestic Short Hair,Male,White,No Color,Small,Short,Yes,No,Healthy,0,3,Yes,No
9173,Dog,12,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,Yes,Yes
9174,Cat,3,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,6,Yes,No
9175,Dog,2,Mixed Breed,Female,Black,Brown,Small,Short,No,No,Healthy,0,1,No,Yes
9176,Cat,6,Domestic Short Hair,Male,Brown,Golden,Medium,Short,Not Sure,No,Minor Injury,0,4,No,Yes
9177,Dog,36,Maltese,Female,White,No Color,Small,Short,Not Sure,Not Sure,Healthy,50,2,Yes,No
9178,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,5,Yes,No
9179,Cat,3,Domestic Short Hair,Female,Brown,Golden,Medium,Short,No,No,Healthy,0,2,Yes,No
9180,Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,Not Sure,No,Healthy,0,2,Yes,No
9181,Dog,10,Jack Russell Terrier,Male,Black,Brown,Small,Short,Yes,No,Healthy,500,4,Yes,No
9182,Cat,2,Domestic Medium Hair,Female,Gray,No Color,Small,Medium,No,No,Healthy,0,5,Yes,No
9183,Cat,2,Domestic Short Hair,Female,Golden,Yellow,Medium,Medium,No,No,Healthy,0,5,Yes,No
9184,Dog,108,Terrier,Female,Brown,Cream,Small,Medium,Yes,Yes,Healthy,200,1,No,Yes
9185,Dog,72,German Shepherd Dog,Female,Black,Brown,Large,Medium,No,Not Sure,Minor Injury,0,2,Yes,No
9186,Dog,2,Rat Terrier,Female,White,No Color,Medium,Medium,Yes,Yes,Healthy,0,6,Yes,No
9187,Dog,84,Poodle,Male,Brown,No Color,Small,Long,Yes,No,Minor Injury,0,2,Yes,No
9188,Dog,10,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,No,Yes
9189,Dog,3,Mixed Breed,Female,Brown,No Color,Large,Short,No,No,Healthy,0,6,No,Yes
9190,Dog,6,Doberman Pinscher,Female,Black,Brown,Large,Short,Not Sure,No,Healthy,0,5,Yes,No
9191,Dog,2,Yellow Labrador Retriever,Male,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,2,Yes,No
9192,Dog,24,Mixed Breed,Male,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,5,No,Yes
9193,Cat,7,Domestic Medium Hair,Female,Brown,White,Medium,Medium,No,No,Healthy,0,3,No,Yes
9194,Dog,12,Border Collie,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,8,No,Yes
9195,Dog,1,Terrier,Female,Brown,White,Medium,Short,No,No,Healthy,0,7,Yes,No
9196,Dog,4,Mixed Breed,Female,Black,Brown,Small,Short,Not Sure,Not Sure,Healthy,0,2,No,Yes
9197,Dog,3,Labrador Retriever,Female,Black,Brown,Large,Medium,Yes,No,Healthy,0,9,Yes,No
9198,Cat,8,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,3,Yes,Yes
9199,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,No
9200,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,6,Yes,No
9201,Cat,3,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,4,No,No
9202,Dog,24,Mixed Breed,Male,Brown,Cream,Medium,Short,Not Sure,No,Healthy,0,2,Yes,Yes
9203,Dog,18,Mixed Breed,Female,Black,Cream,Small,Long,Not Sure,Not Sure,Healthy,0,3,Yes,No
9204,Cat,17,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,No,Yes
9205,Dog,12,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,14,Yes,Yes
9206,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes,Yes
9207,Cat,12,Siamese,Male,Black,White,Medium,Medium,No,No,Healthy,250,3,Yes,Yes
9208,Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,1,No,Yes
9209,Dog,48,Labrador Retriever,Female,Cream,No Color,Large,Medium,Yes,Yes,Healthy,250,3,Yes,No
9210,Dog,2,Mixed Breed,Female,Brown,No Color,Large,Short,No,No,Healthy,0,5,No,No
9211,Dog,3,Mixed Breed,Male,Cream,White,Medium,Short,Yes,No,Healthy,0,4,Yes,No
9212,Dog,2,Mixed Breed,Female,Golden,Cream,Medium,Medium,No,No,Minor Injury,0,1,Yes,Yes
9213,Dog,80,Beagle,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,200,3,Yes,No
9214,Cat,2,Domestic Short Hair,Female,Black,Cream,Small,Short,No,No,Healthy,50,3,Yes,Yes
9215,Cat,12,Domestic Short Hair,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,1,Yes,Yes
9216,Cat,6,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,20,1,Yes,Yes
9217,Cat,1,Domestic Short Hair,Male,Golden,No Color,Medium,Short,No,No,Healthy,0,6,Yes,No
9218,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,Yes,No
9219,Cat,3,British Shorthair,Male,Black,White,Medium,Medium,No,No,Healthy,250,7,Yes,No
9220,Dog,3,Doberman Pinscher,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,6,Yes,No
9221,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,No
9222,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,No
9223,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,No,No
9224,Dog,36,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Minor Injury,0,2,No,Yes
9225,Dog,24,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,1,No,Yes
9226,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,2,Yes,No
9227,Cat,4,Domestic Short Hair,Male,Yellow,White,Small,Short,No,No,Healthy,0,2,Yes,Yes
9228,Cat,12,Domestic Short Hair,Female,Gray,White,Small,Short,Yes,Yes,Healthy,0,6,Yes,No
9229,Dog,4,Labrador Retriever,Female,Black,No Color,Large,Short,Yes,No,Healthy,0,3,Yes,No
9230,Dog,36,Mixed Breed,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,0,5,Yes,Yes
9231,Dog,12,Terrier,Female,Brown,Cream,Medium,Medium,Not Sure,No,Healthy,0,5,Yes,No
9232,Dog,3,Belgian Shepherd Malinois,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,Yes,No
9233,Cat,2,Domestic Medium Hair,Female,White,No Color,Small,Medium,Yes,No,Healthy,0,3,Yes,No
9234,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,Yes,No
9235,Cat,2,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,4,No,No
9236,Dog,3,Mixed Breed,Female,Brown,No Color,Small,Short,No,No,Healthy,0,5,Yes,Yes
9237,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,Yes,Yes
9238,Dog,48,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,No,Yes
9239,Dog,7,Boxer,Female,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,No,Yes
9240,Cat,15,Domestic Short Hair,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,4,No,Yes
9241,Cat,3,Domestic Short Hair,Male,Yellow,No Color,Small,Short,No,No,Healthy,0,1,Yes,Yes
9242,Cat,3,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,1,Yes,Yes
9243,Cat,1,Domestic Short Hair,Male,Golden,White,Medium,Short,No,No,Healthy,50,8,Yes,No
9244,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,2,Yes,Yes
9245,Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,4,Yes,No
9246,Dog,84,Cocker Spaniel,Female,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,4,Yes,No
9247,Dog,8,Mixed Breed,Female,Golden,No Color,Medium,Short,Yes,Yes,Healthy,50,4,Yes,Yes
9248,Cat,1,Domestic Short Hair,Male,Yellow,No Color,Small,Short,No,No,Healthy,0,6,No,No
9249,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,80,1,Yes,No
9250,Dog,14,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,Yes,Yes
9251,Dog,60,Mixed Breed,Female,Golden,White,Medium,Medium,Yes,Yes,Healthy,0,5,No,Yes
9252,Dog,36,Mixed Breed,Male,Brown,Cream,Small,Medium,Yes,Yes,Healthy,200,3,Yes,Yes
9253,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes,No
9254,Cat,2,Domestic Short Hair,Male,Golden,No Color,Medium,Short,No,No,Healthy,0,2,Yes,No
9255,Cat,6,Russian Blue,Female,Gray,No Color,Medium,Medium,No,No,Healthy,150,3,Yes,No
9256,Cat,3,Tabby,Male,Yellow,No Color,Medium,Medium,Yes,Yes,Healthy,0,4,No,No
9257,Dog,3,Mixed Breed,Male,Black,Golden,Medium,Short,No,No,Healthy,0,1,Yes,Yes
9258,Dog,3,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,5,Yes,No
9259,Dog,5,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,1,No,Yes
9260,Dog,2,Mixed Breed,Female,Black,Brown,Large,Short,Yes,No,Healthy,0,4,Yes,No
9261,Dog,60,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,3,Yes,Yes
9262,Cat,12,Domestic Medium Hair,Female,Black,Golden,Medium,Medium,No,No,Healthy,0,6,Yes,Yes
9263,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,3,Yes,No
9264,Cat,48,Russian Blue,Male,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,1,Yes,Yes
9265,Cat,3,Calico,Female,Yellow,Cream,Medium,Short,Yes,No,Healthy,0,9,Yes,No
9266,Cat,3,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,No,Healthy,100,3,Yes,Yes
9267,Cat,7,Domestic Short Hair,Male,Black,White,Large,Short,Yes,No,Healthy,0,7,No,No
9268,Dog,2,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,20,1,Yes,No
9269,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes,No
9270,Cat,72,Domestic Short Hair,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,250,10,No,Yes
9271,Dog,2,Mixed Breed,Male,Black,White,Large,Medium,Yes,No,Healthy,0,1,Yes,No
9272,Dog,8,Mixed Breed,Female,Black,Brown,Medium,Long,No,Yes,Healthy,0,4,Yes,Yes
9273,Dog,5,Schnauzer,Female,Gray,White,Small,Short,No,No,Healthy,0,3,Yes,No
9274,Cat,1,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Healthy,0,1,Yes,No
9275,Cat,1,Domestic Short Hair,Male,Golden,White,Medium,Short,No,No,Healthy,50,6,Yes,No
9276,Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,100,2,Yes,No
9277,Cat,12,Tabby,Female,Brown,Golden,Small,Short,Yes,Yes,Healthy,0,1,Yes,Yes
9278,Dog,24,Beagle,Male,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,1,Yes,Yes
9279,Dog,36,Beagle,Male,Black,Yellow,Medium,Short,Yes,Yes,Healthy,0,2,Yes,Yes
9280,Dog,1,Labrador Retriever,Male,Cream,White,Large,Short,No,No,Healthy,0,4,Yes,No
9281,Cat,2,Domestic Medium Hair,Male,White,No Color,Small,Medium,Not Sure,No,Healthy,0,4,Yes,No
9282,Dog,12,Belgian Shepherd Malinois,Male,Brown,No Color,Large,Medium,Yes,Yes,Healthy,0,1,Yes,Yes
9283,Cat,3,Persian,Male,Golden,White,Large,Medium,Not Sure,Not Sure,Healthy,0,1,Yes,No
9284,Dog,2,Mixed Breed,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,1,Yes,Yes
9285,Cat,3,Domestic Medium Hair,Female,Black,Yellow,Medium,Medium,No,No,Healthy,0,5,Yes,No
9286,Cat,12,Tabby,Female,Black,Gray,Small,Short,No,No,Healthy,0,3,Yes,Yes
9287,Dog,1,Mixed Breed,Male,Brown,Cream,Medium,Medium,No,No,Healthy,0,5,Yes,No
9288,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,5,Yes,No
9289,Cat,11,Domestic Short Hair,Male,Yellow,White,Medium,Short,Yes,Yes,Healthy,0,11,Yes,Yes
9290,Dog,12,Shih Tzu,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,1,Yes,No
9291,Dog,4,Mixed Breed,Female,Black,White,Medium,Short,No,No,Minor Injury,0,6,Yes,No
9292,Dog,1,Rottweiler,Female,Black,Brown,Large,Short,Not Sure,Not Sure,Healthy,0,3,Yes,No
9293,Cat,2,Domestic Short Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,5,Yes,No
9294,Dog,1,Mixed Breed,Male,Brown,No Color,Small,Short,No,No,Healthy,0,3,Yes,No
9295,Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Short,No,Yes,Healthy,0,4,No,Yes
9296,Cat,2,British Shorthair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,4,Yes,No
9297,Cat,3,Domestic Short Hair,Female,Cream,No Color,Small,Short,No,No,Healthy,0,5,Yes,No
9298,Dog,1,Mixed Breed,Female,Brown,No Color,Small,Short,No,No,Healthy,0,1,Yes,Yes
9299,Dog,2,Mixed Breed,Female,Black,White,Medium,Short,Yes,No,Healthy,0,1,Yes,No
9300,Cat,12,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,Not Sure,Healthy,0,3,Yes,Yes
9301,Cat,2,Domestic Short Hair,Male,Brown,White,Medium,Short,No,No,Healthy,0,3,Yes,No
9302,Dog,36,Shih Tzu,Female,White,No Color,Small,Long,Yes,No,Minor Injury,0,2,Yes,No
9303,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,4,Yes,No
9304,Dog,12,Terrier,Male,Cream,No Color,Small,Long,Yes,Yes,Healthy,300,1,Yes,No
9305,Cat,8,Domestic Medium Hair,Male,Gray,White,Medium,Medium,Yes,No,Healthy,0,2,No,Yes
9306,Dog,3,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,1,No,Yes
9307,Cat,3,Domestic Short Hair,Male,Black,Gray,Medium,Short,Yes,No,Healthy,0,5,Yes,No
9308,Cat,24,Domestic Short Hair,Female,Gray,No Color,Small,Medium,Yes,No,Healthy,0,5,Yes,No
9309,Cat,1,Domestic Short Hair,Male,Golden,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
9310,Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,6,Yes,No
9311,Cat,4,Domestic Medium Hair,Male,Golden,No Color,Small,Medium,No,No,Healthy,0,6,Yes,No
9312,Dog,6,Mixed Breed,Female,Black,Golden,Small,Medium,No,No,Healthy,0,4,No,Yes
9313,Cat,8,Domestic Long Hair,Female,Golden,Yellow,Medium,Long,Not Sure,No,Healthy,0,1,Yes,No
9314,Dog,12,Mixed Breed,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,0,28,No,Yes
9315,Dog,15,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,4,No,Yes
9316,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
9317,Cat,3,Singapura,Male,White,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
